Probe ID,Gene Symbol,GenBank Accession,Adjusted p-value,GSM1249165,GSM1249166,GSM1249167,GSM1249170,GSM1249171,GSM1249172
A_52_P464268,Timm10b,NM_019502,0.2632478,11.836,11.722,11.986,12.334,12.426,12.424
A_52_P464346,Atf6,NM_001081304,0.2632478,8.864,8.964,8.846,8.367,8.555,8.434
A_52_P473866,Ppt1,NM_008917,0.2632478,12.878,13.089,13.011,13.755,13.505,13.605
A_52_P488488,A430103D13Rik,AK020759,0.2632478,9.268,9.397,9.199,9.889,9.749,9.737
A_52_P537084,Rps24,AK049387,0.2632478,7.661,7.788,7.785,8.592,8.689,8.322
A_52_P537124,Ube4a,BC006649,0.2632478,6.615,6.691,6.883,7.374,7.227,7.358
A_52_P538240,,,0.2632478,15.261,15.11,15.336,15.688,15.707,15.635
A_52_P6070,Eva1c,NM_027627,0.2632478,8.76,8.466,8.445,9.274,9.561,9.54
A_52_P611213,Dnajc28,NM_001099738,0.2632478,9.721,9.816,9.593,10.188,10.229,10.367
A_52_P637172,Pyroxd2,NM_029011,0.2632478,8.059,7.805,7.955,8.47,8.719,8.641
A_52_P637303,Gatad2b,AK141586,0.2632478,6.562,6.664,6.459,7.077,7.325,7.339
A_52_P639343,Fam221a,NM_172727,0.2632478,7.253,7.201,7.379,7.709,7.61,7.663
A_52_P648012,,,0.2632478,7.125,7.22,7.16,7.536,7.463,7.404
A_52_P756306,,,0.2632478,7.583,7.735,7.51,8.103,8.097,8.024
A_52_P811856,F420014N23Rik,NR_045715,0.2632478,7.019,7.091,7.045,7.617,7.823,8.024
A_52_P821117,,,0.2632478,11.202,11.046,11.39,12.039,12.459,12.302
A_52_P855632,Fgf13,AF199608,0.2632478,7.171,7.388,7.19,7.725,7.69,7.715
A_52_P8903,Tmem251,NM_177140,0.2632478,11.217,11.099,11.301,11.973,11.769,11.726
A_52_P460037,March7,NM_020575,0.2637057,11.291,11.413,11.288,11.723,11.626,11.776
A_52_P748533,,BX529199,0.2647929,7.291,7.201,7.375,8.039,7.874,7.757
A_52_P501707,Stamos,NR_038162,0.2666966,6.516,6.524,6.688,6.977,7.132,7.183
A_52_P517006,Rpf1,NM_027332,0.2666966,10.117,10.087,10.002,10.783,10.641,10.49
A_52_P59544,Rbm18,AK036220,0.2666966,8.015,8.096,7.848,8.438,8.595,8.581
A_52_P71726,Ccdc85a,NM_181577,0.2666966,10.279,10.013,9.913,9.41,9.307,9.372
A_51_P136941,Xrcc4,NM_028012,0.2670195,8.909,8.872,9.039,9.288,9.292,9.238
A_51_P296608,Gadd45a,NM_007836,0.2670195,9.515,9.873,9.705,10.414,10.548,10.74
A_51_P312035,Cd300e,NM_172050,0.2670195,6.546,6.554,6.614,6.976,7.213,6.995
A_51_P324640,C330018D20Rik,NM_029909,0.2670195,10.166,10.01,10.398,10.87,10.972,10.904
A_51_P145300,Sike1,AK012679,0.267348,8.067,8.226,8.049,8.495,8.68,8.624
A_51_P322941,Dok7,NM_172708,0.267348,8.923,9.241,9.388,10.106,10.484,10.535
A_51_P473528,Ahcy,L32836,0.267348,10.053,9.923,9.945,10.432,10.269,10.388
A_51_P475995,Thra,NM_178060,0.267348,14.168,14.446,14.274,13.634,13.769,13.538
A_51_P517645,Plet1os,NR_040714,0.267348,6.365,6.485,6.358,7.041,6.789,6.927
A_52_P566867,Bcl10,AK080820,0.267348,8.008,8.351,8.372,9.309,9.177,8.997
A_51_P214663,Tpmt,NM_016785,0.2676404,8.372,8.262,8.309,9.306,8.899,9.025
A_51_P329490,Slc25a40,NM_178766,0.2676404,8.441,8.58,8.608,9.028,8.955,9.176
A_51_P415207,Ptchd4,AK014270,0.2676404,9.543,9.618,9.352,10.164,10.504,10.566
A_51_P492245,Wdr61,NM_001025375,0.2676404,13.283,13.214,13.113,13.628,13.796,13.608
A_52_P16931,Suv39h2,NM_022724,0.2676404,7.057,7.148,6.97,6.667,6.715,6.749
A_52_P195018,Arap3,NM_139206,0.2676404,9.476,9.669,9.616,9.074,9.216,9.05
A_52_P220163,5830454E08Rik,AK018010,0.2676404,8.852,8.847,8.975,9.944,9.683,9.508
A_52_P450183,Rapgef5,NM_175930,0.2676404,11.984,11.23,11.689,10.051,9.376,9.929
A_52_P582394,Mrps11,NM_026498,0.2676404,10.346,10.082,10.08,10.774,10.846,10.695
A_52_P646680,Klhl28,NM_025707,0.2676404,10.407,10.134,10.46,11.265,11.007,11.071
A_51_P110341,Scgb3a1,NM_170727,0.2695556,6.927,6.749,6.721,7.196,7.208,7.168
A_51_P126626,Zfp503,NM_145459,0.2695556,8.935,9.406,9.254,10.221,10.852,10.715
A_51_P142861,Casp1,NM_009807,0.2695556,8.754,8.543,8.655,9.557,9.192,9.43
A_51_P147064,1600014C23Rik,NM_028164,0.2695556,6.711,6.612,6.946,7.829,7.445,7.618
A_51_P175580,Trp53inp1,NM_021897,0.2695556,11.216,11.459,11.208,11.862,11.923,12.118
A_51_P177562,Cpt1c,NM_153679,0.2695556,10.162,9.974,10.077,9.303,9.544,9.569
A_51_P202014,Taf12,NM_025579,0.2695556,10.36,10.188,10.354,10.79,10.985,11.121
A_51_P267634,Orai2,NM_178751,0.2695556,13.335,13.472,12.982,12.218,11.636,11.61
A_51_P274436,Star,NM_011485,0.2695556,6.887,6.776,7.109,7.541,7.5,7.611
A_51_P289482,6430519N07Rik,AK032319,0.2695556,7.197,7.329,6.617,8.566,9.074,9.45
A_51_P308446,1700094D03Rik,NM_028567,0.2695556,8.689,8.598,8.679,9.174,9.447,9.139
A_51_P314285,Tmem86a,NM_026436,0.2695556,10.366,10.293,10.454,10.014,9.815,9.944
A_51_P323583,Eaf2,NM_134111,0.2695556,7.844,7.976,8.105,8.458,8.691,8.686
A_51_P323812,Slc6a12,NM_133661,0.2695556,7.519,6.884,7.229,8.222,8.413,8.462
A_51_P348857,Pou6f1,NM_010127,0.2695556,11.787,11.757,11.261,10.529,10.552,10.623
A_51_P353008,Minpp1,NM_010799,0.2695556,12.229,12.131,11.96,11.497,11.118,11.248
A_51_P354038,Tmc6,NM_145439,0.2695556,9.377,9.221,9.521,9.875,9.899,9.985
A_51_P358233,,,0.2695556,7.703,8.037,8.226,9.104,9.204,9.638
A_51_P380276,Ppp1r12b,AK132310,0.2695556,8.081,8.372,8.434,7.167,7.379,7.555
A_51_P387868,Tekt4,NM_027951,0.2695556,9.126,9.377,9.732,10.486,10.925,10.756
A_51_P389265,Pnpla3,NM_054088,0.2695556,7.748,8.349,8.089,9.166,9.045,9.18
A_51_P391328,Fbxo34,NM_030236,0.2695556,12.639,12.659,12.457,11.897,11.512,11.385
A_51_P413916,Pgrmc2,NM_027558,0.2695556,11.913,12.015,12.055,12.304,12.309,12.232
A_51_P419007,Hspb3,NM_019960,0.2695556,8.15,8.121,8.27,8.736,8.96,8.651
A_51_P440210,Prkg1,NM_011160,0.2695556,7.867,7.636,7.885,8.31,8.396,8.525
A_51_P444015,,,0.2695556,6.954,6.792,6.956,7.364,7.642,7.469
A_51_P448236,Ctsk,NM_007802,0.2695556,7.414,7.303,7.462,7.817,8.113,8.038
A_51_P454078,Acot8,NM_133240,0.2695556,11.24,11.28,11.472,11.868,11.795,11.747
A_51_P465772,Ruvbl1,NM_019685,0.2695556,14.118,14.173,14.094,14.391,14.343,14.48
A_51_P477850,Ncdn,NM_011986,0.2695556,12.739,11.644,12.286,10.372,10.268,10.022
A_52_P103291,,,0.2695556,6.973,7.095,6.835,7.698,7.55,7.457
A_52_P176573,Homer2,NM_011983,0.2695556,9.513,9.507,9.715,8.84,8.311,8.554
A_52_P187787,Stoml2,NM_023231,0.2695556,10.529,10.2,10.428,11.03,11.361,11.342
A_52_P231075,Fcrls,NM_030707,0.2695556,9.426,9.012,9.055,7.593,8.082,7.385
A_52_P269588,Ap1g1,NM_009677,0.2695556,12.881,12.849,12.667,13.187,13.216,13.207
A_52_P282430,D16Ertd472e,NM_001252438,0.2695556,8.102,8.058,7.862,7.532,7.478,7.58
A_52_P296864,3110045C21Rik,NR_040438,0.2695556,7.483,7.589,7.439,7.758,7.839,7.811
A_52_P360453,Zfp983,AK084271,0.2695556,7.359,7.252,7.488,7.99,8.045,8.335
A_52_P366443,Zfp111,NM_019940,0.2695556,8.695,8.678,8.453,9.232,9.491,9.206
A_52_P376337,Sdhaf3,NM_001077713,0.2695556,9.001,9.045,8.848,9.41,9.639,9.687
A_52_P379126,Arhgef9,NM_001033329,0.2695556,9.649,9.603,9.807,8.926,8.391,8.717
A_52_P384049,Ttpal,NM_029512,0.2695556,7.564,7.544,7.422,7.248,7.23,7.243
A_52_P393781,Bcat2,NM_009737,0.2695556,6.71,6.715,6.643,7.115,7.264,7.019
A_52_P411315,,AK083355,0.2695556,6.875,6.79,7.1,7.718,7.846,8.197
A_52_P464017,,,0.2695556,8.326,8.408,8.699,9.108,9.2,9.172
A_52_P472233,Fcho1,NM_028715,0.2695556,10.859,10.648,10.817,11.342,11.645,11.727
A_52_P473140,Zfp236,NM_177832,0.2695556,6.688,6.861,6.855,7.146,7.224,7.292
A_52_P495031,9130401M01Rik,NM_029418,0.2695556,13.849,13.812,13.941,14.134,14.178,14.094
A_52_P520909,Tmem214,AK143078,0.2695556,8.093,8.1,8.259,8.543,8.782,8.686
A_52_P523959,Sntg1,AK083241,0.2695556,7.761,7.648,7.517,7.017,6.654,6.945
A_52_P603740,Fbxo33,NM_001033156,0.2695556,10.739,10.754,10.945,11.433,11.23,11.391
A_52_P655578,Eif4e2,NM_023314,0.2695556,8.077,8.143,8.227,8.505,8.676,8.736
A_52_P680941,Ghr,NM_001048178,0.2695556,7.22,7.104,7.001,7.607,7.48,7.584
A_52_P69040,Atpaf1,NM_181040,0.2695556,12.771,12.931,12.884,13.402,13.697,13.402
A_52_P73836,,,0.2695556,6.687,6.779,6.667,6.99,7.16,7.147
A_52_P90257,,,0.2695556,8.215,8.037,8.136,8.451,8.527,8.605
A_52_P281924,Vamp5,NM_016872,0.2695852,8.711,8.617,8.704,9.15,9.525,9.327
A_51_P195135,Spin1,NM_011462,0.2715978,15.04,14.94,15.077,14.625,14.757,14.698
A_51_P247853,Chrm3,NM_033269,0.2715978,7.746,7.503,7.592,7.079,6.863,6.729
A_51_P124606,Nat2,NM_010874,0.2723625,7.621,7.834,7.536,8.278,8.62,8.394
A_51_P161342,Abcb6,NM_023732,0.2723625,10.429,10.239,10.518,10.943,11.255,11.09
A_51_P205865,Lamtor5,NM_026774,0.2723625,12.521,12.399,12.795,13.311,13.449,13.668
A_51_P208987,Pgm3,NM_028352,0.2723625,6.941,6.961,6.938,7.277,7.26,7.127
A_51_P284079,Adgrb2,NM_173071,0.2723625,13.253,12.975,12.663,11.89,11.309,11.359
A_51_P286737,Ccl2,NM_011333,0.2723625,6.426,6.39,6.436,6.881,6.768,6.673
A_51_P329370,Snrnp25,NM_030093,0.2723625,13.613,13.809,13.727,14.14,14.071,14.039
A_51_P351062,Odf4,NM_145746,0.2723625,6.602,6.744,6.743,7.157,7.476,7.478
A_51_P366138,Mertk,NM_008587,0.2723625,10.884,10.86,10.738,10.487,10.312,10.261
A_51_P391668,D8Ertd738e,NM_001007571,0.2723625,13.133,12.765,12.984,13.797,13.867,13.584
A_51_P403271,Camta2,NM_178116,0.2723625,9.23,9.057,9.338,7.864,8.446,8.071
A_51_P451986,A830021K08Rik,AK043702,0.2723625,8.766,8.789,8.589,8.236,8.335,8.156
A_51_P475741,Lypla1,NM_008866,0.2723625,9.182,9.081,9.231,9.725,9.744,9.514
A_51_P493175,Mettl21a,NM_025964,0.2723625,9.272,9.545,9.291,9.867,9.916,10.001
A_51_P498152,Sat2,NM_026991,0.2723625,10.464,10.715,10.582,11.091,10.985,11.042
A_52_P26746,Unc13b,NM_001081413,0.2723625,8.698,8.584,8.564,8.234,8.313,8.132
A_52_P372901,Plscr2,NM_008880,0.2723625,8.061,8.263,8.275,8.809,9.191,8.905
A_52_P447458,Rasal2,NM_177644,0.2723625,7.56,7.49,7.34,7.104,7.077,7.05
A_52_P467438,Cd99l2,AK054364,0.2723625,7.904,8.095,7.893,8.744,9.228,9.365
A_52_P483974,Dleu2,NR_028264,0.2723625,8.947,8.89,8.791,9.337,9.648,9.422
A_52_P497595,Mipol1,AK131842,0.2723625,8.079,8.222,8.234,8.732,9.172,9.071
A_52_P536434,,,0.2723625,7.244,7.299,7.239,7.733,7.824,7.566
A_52_P552832,Ndufa4,NM_010886,0.2723625,15.627,15.392,15.544,15.892,15.962,15.979
A_52_P590235,Vars2,NM_175137,0.2723625,9.941,10.022,9.786,10.474,10.682,10.418
A_52_P669451,,AK135586,0.2725327,8.816,9.087,8.805,9.532,9.928,9.781
A_52_P67758,Senp7,AK040314,0.2725327,6.618,6.571,6.537,6.931,6.782,6.853
A_51_P402165,Rgs7,NM_011880,0.2730335,12.841,12.781,12.678,12.253,12.449,12.296
A_52_P195414,Prmt3,NM_133740,0.2730335,8.944,8.969,8.865,9.229,9.465,9.398
A_52_P625672,Lysmd4,AK039294,0.2730335,11.196,11.374,11.621,12.113,12.17,12.354
A_51_P308628,Nbeal1,NM_173444,0.2745368,8.272,8.711,8.71,9.358,9.599,9.643
A_52_P107290,Auh,AK003929,0.2745368,6.654,6.792,6.935,7.245,7.422,7.351
A_52_P135175,Tmem128,NM_025480,0.2745368,11.555,11.658,11.618,12.166,12.246,11.959
A_52_P319752,Nudcd3,AK046219,0.2745368,7.436,7.947,7.788,8.584,8.877,8.984
A_52_P762808,,AK032340,0.2745368,7.586,7.712,7.349,6.71,6.89,6.92
A_52_P973470,,,0.2745368,7.481,7.416,7.091,8.078,8.501,8.402
A_51_P448995,Ppcs,NM_026494,0.2749967,9.532,9.734,9.958,10.426,10.703,10.698
A_51_P131025,Ngdn,NM_026890,0.2760466,13.66,13.823,13.763,14.153,14.439,14.271
A_51_P226142,Dennd6a,NM_001134465,0.2760466,11.385,11.196,11.281,11.654,11.801,11.652
A_51_P348494,Sat1,NM_009121,0.2760466,9.191,9.172,9.569,10.688,10.502,10.159
A_52_P453374,Lrrn4cl,NM_001013019,0.2760466,6.714,6.99,7.132,7.732,8.118,7.837
A_52_P635608,,,0.2760466,11.355,11.178,11.074,11.703,11.733,11.638
A_51_P105991,Tbx6,NM_011538,0.2762367,7.211,7.755,7.581,8.433,8.419,8.407
A_51_P108779,Rce1,NM_023131,0.2763172,12.206,12.254,12.505,12.833,12.957,12.856
A_51_P112529,Pitpnm2,NM_011256,0.2763172,11.745,10.807,10.804,9.388,9.286,9.401
A_51_P129363,Pthlh,NM_008970,0.2763172,8.122,8.009,7.956,8.627,8.397,8.469
A_51_P138060,Rnf13,NM_011883,0.2763172,7.691,7.775,7.648,8.011,8.079,8.216
A_51_P152765,Stat5a,NM_011488,0.2763172,8.138,7.829,7.767,8.6,8.797,8.584
A_51_P156934,Dnajc15,NM_025384,0.2763172,13.354,13.056,13.375,13.792,13.941,13.937
A_51_P164420,Eef1e1,NM_025380,0.2763172,12.206,12.329,12.383,12.886,13.055,12.741
A_51_P219109,Il12rb1,NM_008353,0.2763172,7.822,8.231,7.844,8.859,8.821,9.208
A_51_P227090,Ramp3,NM_019511,0.2763172,9.846,9.159,9.559,11.083,10.795,10.635
A_51_P266940,Zc2hc1c,NM_172414,0.2763172,6.506,6.529,6.484,6.817,7.002,6.798
A_51_P282523,Adgra2,NM_054044,0.2763172,9.721,9.922,9.815,10.27,10.563,10.602
A_51_P304683,Clpx,NM_011802,0.2763172,11.373,11.524,11.531,11.77,11.856,11.918
A_51_P349495,Mboat1,NM_153546,0.2763172,8.771,9.014,8.764,9.373,9.594,9.39
A_51_P381360,Ndufa13,NM_023312,0.2763172,16.876,16.959,16.751,17.296,17.223,17.192
A_51_P422223,,,0.2763172,7.649,7.459,7.596,8.168,8.667,8.483
A_51_P464308,Gnb4,NM_013531,0.2763172,8.423,8.167,8.711,9.311,9.73,9.573
A_51_P493467,Kif22,NM_145588,0.2763172,10.775,11.055,10.788,11.538,11.732,11.434
A_51_P518488,Atpif1,NM_007512,0.2763172,16.135,15.992,16.214,16.454,16.541,16.549
A_52_P1083765,Gm16124,AK041861,0.2763172,8.469,8.794,8.692,9.198,9.199,9.324
A_52_P134317,Purg,NM_152821,0.2763172,8.201,8.29,8.324,8.7,8.531,8.702
A_52_P159060,Paip1,NM_145457,0.2763172,11.3,10.889,10.761,11.899,12.342,12.163
A_52_P165610,Adcy2,NM_153534,0.2763172,12.375,12.641,12.153,11.618,11.601,11.573
A_52_P171212,Irs1,NM_010570,0.2763172,6.572,6.614,6.656,6.927,6.86,6.798
A_52_P228437,Mbnl1,AK088871,0.2763172,6.329,6.431,6.362,6.721,6.931,7.021
A_52_P249687,0710001D07Rik,AK002941,0.2763172,8.585,8.648,9.017,9.476,9.643,9.509
A_52_P252121,,,0.2763172,7.267,7.115,7.082,7.471,7.521,7.471
A_52_P279368,Sox17,NM_011441,0.2763172,9.105,9.185,9.01,9.38,9.371,9.411
A_52_P35561,Trpc1,AK038676,0.2763172,7.661,8.017,7.573,8.481,8.669,8.538
A_52_P371237,Nrp1,NM_008737,0.2763172,8.524,8.498,8.722,7.79,7.197,7.15
A_52_P371949,Eif6,AK018313,0.2763172,7.136,7.172,6.928,7.625,7.987,7.784
A_52_P414645,Adgrg6,NM_001002268,0.2763172,6.967,7.004,7.071,7.44,7.745,7.795
A_52_P48976,,,0.2763172,7.006,7.195,7.235,7.735,7.548,7.625
A_52_P507310,Mrps24,NM_026080,0.2763172,12.004,11.882,11.811,12.433,12.866,12.734
A_52_P550805,Lyrm5,NM_133688,0.2763172,11.096,11.299,11.33,11.688,11.807,11.66
A_52_P622877,Zic3,AK034780,0.2763172,6.76,6.784,6.9,7.564,8.055,8.231
A_52_P646643,Dzip3,AK009865,0.2763172,11.722,11.736,11.672,12.217,12.678,12.543
A_52_P656667,Dbpht2,NM_198866,0.2763172,11.051,10.928,11.515,9.352,7.911,8.082
A_51_P513072,Rdh13,NM_175372,0.2766813,9.035,9.162,8.641,9.757,9.992,10.024
A_51_P185563,Dhx35,NM_145742,0.2767616,10.571,10.821,10.781,11.207,11.393,11.511
A_51_P272172,Chrac1,NM_053068,0.2767616,10.472,10.207,10.623,11.104,11.092,11.11
A_52_P429723,Mme,NM_008604,0.2767616,6.45,6.519,6.508,6.766,6.969,7
A_51_P160363,Utrn,Y12229,0.2774106,7.079,6.916,7.156,7.664,8.163,7.983
A_51_P407074,Tspan31,NM_025982,0.2774106,13.183,13.479,13.274,13.914,14.115,13.85
A_51_P458258,Ccl19,NM_011888,0.2774106,8.797,9.048,8.698,9.657,9.774,10.166
A_52_P273929,Mrpl17,NM_025301,0.2774106,11.454,11.214,11.335,12.069,11.956,11.777
A_52_P392178,Dgcr2,AK042786,0.2774106,8.083,8.277,8.245,8.676,8.609,8.848
A_51_P227845,4930502E18Rik,AK015678,0.2776683,6.841,7.023,7.149,7.535,7.849,7.721
A_51_P169445,Ccdc89,NM_027298,0.2779453,7.227,7.35,7.306,7.966,8.128,7.737
A_51_P504354,Nrarp,NM_025980,0.278346,8.87,9.061,8.938,8.649,8.622,8.541
A_51_P121527,Golt1a,NM_026680,0.2794169,6.49,6.646,6.694,7.002,6.975,6.917
A_51_P132760,Pcdh15,NM_023115,0.2794169,6.518,6.661,6.611,7.144,7.083,6.902
A_51_P145260,Sall4,NM_175303,0.2794169,7.606,7.703,7.607,8.136,8.568,8.578
A_51_P149349,Nfxl1,NM_133921,0.2794169,9.501,9.745,9.583,9.986,10,9.983
A_51_P160935,Cacng8,NM_133190,0.2794169,9.995,9.252,8.994,7.867,7.744,7.585
A_51_P183732,Rpl5,NM_016980,0.2794169,16.139,15.884,16.068,16.407,16.491,16.461
A_51_P200819,Prdx4,NM_016764,0.2794169,11.416,11.053,11.488,12.068,12.456,12.232
A_51_P224843,Tmsb4x,NM_021278,0.2794169,17.406,17.346,17.133,16.84,16.585,16.597
A_51_P231793,Dusp22,NM_134068,0.2794169,7.466,7.328,7.814,8.293,8.443,8.329
A_51_P265765,Grin2b,NM_008171,0.2794169,8.014,7.543,7.95,7.068,6.914,6.776
A_51_P275953,Dcps,NM_027030,0.2794169,11.977,11.724,11.548,12.513,12.724,12.432
A_51_P277629,Zfp81,NM_207541,0.2794169,8.171,8.209,8.039,8.691,8.546,8.48
A_51_P306109,Gm11959,AK019683,0.2794169,7.119,7.279,7.084,7.566,7.758,7.574
A_51_P320980,Sfxn4,NM_053198,0.2794169,9.909,10.219,10.057,10.824,10.63,10.585
A_51_P325992,Setd4,NM_145482,0.2794169,9.415,9.411,9.306,9.76,9.838,9.636
A_51_P330298,Gpr137b,NM_031999,0.2794169,10.485,10.731,10.781,11.159,11.428,11.383
A_51_P345685,Hspb11,NM_028394,0.2794169,11.824,11.618,11.797,12.155,12.071,12.118
A_51_P351562,Tex30,NM_029368,0.2794169,9.33,9.888,9.243,10.542,10.749,10.562
A_51_P355243,Pstk,AK028520,0.2794169,10.133,10.591,10.38,11.063,11.072,11.16
A_51_P383524,Art3,NM_181728,0.2794169,8.887,8.929,8.708,9.206,9.395,9.302
A_51_P403704,Mir124-2hg,NR_033490,0.2794169,10.253,10.498,10.047,11,11.142,11.381
A_51_P419656,Klk1b27,NM_020268,0.2794169,6.114,5.986,6.225,6.64,6.467,6.621
A_51_P439311,1810041L15Rik,NM_001163145,0.2794169,8.806,8.311,8.607,7.805,7.768,7.841
A_51_P457130,BC017643,NM_144832,0.2794169,11.224,11.08,11.011,11.495,11.584,11.723
A_51_P459615,,,0.2794169,9.857,9.9,9.858,9.623,9.403,9.539
A_51_P465350,Ly86,NM_010745,0.2794169,11.625,11.424,11.759,10.826,11.075,10.98
A_51_P487791,Adrb2,NM_007420,0.2794169,7.01,6.891,6.84,7.318,7.584,7.65
A_51_P488910,Syne3,NM_001042699,0.2794169,7.171,6.986,7.085,7.357,7.447,7.388
A_51_P494744,Grip1,NM_028736,0.2794169,10.492,10.099,10.567,9.495,9.319,9.631
A_51_P497985,C2,NM_013484,0.2794169,8.357,8.68,9.391,11.03,10.506,10.522
A_52_P1041253,H3f3a,NM_008210,0.2794169,14.497,14.683,14.734,15.038,15.062,15.01
A_52_P1124217,,AK032178,0.2794169,6.596,6.708,6.452,7.298,7.843,7.447
A_52_P148764,March3,NM_177115,0.2794169,8.248,8.135,8.138,8.721,9.181,9.205
A_52_P177661,Cwf19l2,AK031423,0.2794169,7.104,7.155,7.424,8.112,8.038,8.543
A_52_P180359,,,0.2794169,8.939,8.752,8.849,9.217,9.209,9.383
A_52_P193236,1600002H07Rik,NM_028056,0.2794169,8.64,8.663,9.047,9.526,9.665,9.876
A_52_P193440,E130102H24Rik,NR_040708,0.2794169,7.926,7.962,8.152,8.517,8.545,8.79
A_52_P261969,,,0.2794169,6.871,6.962,7.053,7.418,7.729,7.477
A_52_P292882,Dap3,NM_022994,0.2794169,7.758,7.629,7.48,8.606,8.364,8.202
A_52_P32864,Prps2,NM_026662,0.2794169,9.556,9.828,9.396,8.757,8.849,8.958
A_52_P367520,Nexn,NM_199465,0.2794169,7.47,8.228,7.99,9.925,11.587,11.332
A_52_P42269,Fgf10,NM_008002,0.2794169,8.858,9.084,8.563,7.847,7.18,7.211
A_52_P439407,Sema3e,NM_011348,0.2794169,12.369,12.662,12.75,11.252,11.661,11.766
A_52_P45606,Kif1bp,NM_028197,0.2794169,11.218,11.24,11.108,10.639,10.881,10.751
A_52_P472098,Cahm,NR_037588,0.2794169,8,8.189,7.955,8.444,8.493,8.424
A_52_P564724,Eef1b2,NM_018796,0.2794169,8.141,8.107,8.257,8.641,8.525,8.457
A_52_P566741,Tcf7l2,NM_009333,0.2794169,9.657,10.426,9.58,11.282,11.387,11.316
A_52_P584293,Atrnl1,NM_181415,0.2794169,12.164,12.098,12.134,11.697,11.343,11.605
A_52_P60254,,,0.2794169,10.848,11.036,11.32,11.826,11.775,11.804
A_52_P61735,Flnc,NM_001081185,0.2794169,7.315,6.984,7.335,7.813,8.082,7.97
A_52_P631514,Atp5f1,AK081249,0.2794169,6.528,6.392,6.386,6.83,7.143,7.118
A_52_P661503,Deptor,AK170208,0.2794169,10.591,10.87,10.478,11.347,11.725,11.449
A_52_P70027,Cox16,BC100533,0.2794169,12.901,12.953,13.12,13.56,13.377,13.626
A_52_P73134,Snx18,NM_130796,0.2794169,7.885,8.033,8.092,8.386,8.64,8.619
A_52_P90364,Ifi27l2a,NM_029803,0.2794169,7.355,7.972,7.706,8.91,8.572,8.91
A_51_P103229,Rest,AK011349,0.2800865,8.949,9.018,8.902,9.794,9.462,9.454
A_51_P297165,Sf3a3,NM_029157,0.2800865,13.534,13.512,13.483,13.832,14.083,14.147
A_51_P369056,Prox1,NM_008937,0.2800865,8.505,8.176,8.026,7.543,7.419,7.416
A_51_P503736,Tex19.2,NM_027622,0.2800865,6.54,6.759,6.662,6.98,7.125,7.143
A_52_P163795,Tubb5,NM_011655,0.2800865,15.835,15.785,15.835,16.091,16.281,16.099
A_52_P188261,Camk2d,NM_001025439,0.2800865,7.653,7.561,7.746,8.68,9.685,9.454
A_52_P244132,Isoc1,NM_025478,0.2800865,9.511,9.891,9.734,10.268,10.481,10.522
A_52_P24696,Mgat5,AK036567,0.2800865,7.707,7.603,7.549,8.309,8.933,8.907
A_52_P304264,Dnajb5,NM_019874,0.2800865,9.462,9.294,8.939,8.377,8.313,8.021
A_52_P33403,Cntnap5a,NM_001077425,0.2800865,7.26,7.165,7.371,7.823,7.661,7.635
A_52_P493534,Fam171a1,NM_001081161,0.2800865,8.983,8.676,8.661,8.047,8.241,8.157
A_52_P72434,Khk,NM_008439,0.2800865,10.58,10.708,11.01,11.493,11.947,11.906
A_51_P138548,Hmgb3,NM_008253,0.2802278,11.703,11.961,11.877,12.501,13.015,12.66
A_51_P140368,Cmc2,NM_026844,0.2802278,10.745,10.599,10.86,11.364,11.782,11.927
A_51_P153013,Map2k3os,NR_027800,0.2802278,7.491,7.353,7.326,7.655,7.665,7.726
A_51_P261470,Ndufv2,NM_028388,0.2802278,12.921,12.807,13.187,13.61,13.531,13.703
A_51_P280455,Prg4,NM_021400,0.2802278,6.702,6.514,7.19,8.203,9.296,9.232
A_51_P302377,Fgfbp1,NM_008009,0.2802278,6.795,6.917,6.877,7.932,7.584,7.436
A_51_P369058,Prox1,NM_008937,0.2802278,7.958,7.608,7.709,7.204,7.202,7.034
A_51_P396284,Chd3,BC030435,0.2802278,14.952,14.727,14.6,14.024,13.443,13.481
A_51_P404815,Apol6,NM_028010,0.2802278,6.475,6.578,6.647,7.235,7.882,7.739
A_51_P445473,Fut7,NM_013524,0.2802278,7.036,7.27,7.351,7.749,8.081,8.058
A_51_P464290,Ly6g6c,NM_023463,0.2802278,6.966,6.96,7.036,7.296,7.275,7.481
A_51_P473119,,AK012891,0.2802278,6.517,6.759,6.725,7.037,7.099,7.146
A_52_P10781,Lman1,NM_001172062,0.2802278,8.275,8.513,8.58,8.927,8.937,8.998
A_52_P111562,Ino80e,NM_153580,0.2802278,13.304,13.236,13.309,13.507,13.68,13.549
A_52_P112641,B3gnt4,NM_198611,0.2802278,7.677,7.463,7.875,8.265,8.335,8.457
A_52_P140394,Mtmr1,NM_016985,0.2802278,8.076,7.868,7.603,7.148,7.077,7.153
A_52_P145017,Rbm7,NM_144948,0.2802278,9.995,10.04,10.134,10.594,10.626,10.369
A_52_P190506,,,0.2802278,9.426,9.261,9.326,10.048,10.449,9.964
A_52_P328776,Pitpnm2,NM_011256,0.2802278,9.933,9.472,9.323,8.514,7.901,7.785
A_52_P335508,Tiprl,NM_145513,0.2802278,10.735,10.831,10.743,11.07,11.087,10.955
A_52_P427564,Slc35b2,NM_028662,0.2802278,12.758,12.79,13.012,13.401,13.841,13.762
